title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
DevOps Engineer,HCL Technologies,"HCL Technologies is seeking a talented DevOps Engineer for our Remote office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Scala, Apache Spark, Hadoop. Strong analytical and problem-solving abilities. Team player.","$135,000/year",Remote,careers@hcl.com,1,1,1,0
Cloud Architect,Adobe Systems,"Adobe Systems is seeking a talented Cloud Architect for our Singapore office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Scala, Apache Spark, Hadoop. Leadership experience preferred. Strong written and verbal communication.","$161,000/year",Singapore,careers@adobe.com,1,0,0,0
Project Manager,Google LLC,"We are looking for an experienced Project Manager to join our product team. You will work on scalable microservices using Java, Spring Boot, AWS. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","2+ years relevant experience. Knowledge of Java, Spring Boot, AWS. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$137,000/year","Mumbai, India",careers@google.com,1,0,0,0
Technical Lead,Infosys Limited,"We are looking for an experienced Technical Lead to join our infrastructure team. You will work on cloud infrastructure using React, TypeScript, Node.js. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of React, TypeScript, Node.js. Leadership experience preferred. Strong written and verbal communication.","$121,000/year","Hyderabad, India",careers@infosys.com,1,1,0,0
Systems Administrator,Amazon Web Services,"We're hiring a Systems Administrator to help us build ML pipelines. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","7+ years of industry experience. Expert knowledge of Kotlin, Android, Firebase. Leadership experience preferred. Strong written and verbal communication.","$70,000/year",Singapore,careers@amazon.com,1,0,0,0
Product Manager,Tech Mahindra,"Exciting opportunity for a Product Manager at Tech Mahindra. Work on cutting-edge ML pipelines with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$119,000/year","Berlin, Germany",careers@tech.com,1,1,0,0
Product Manager,TCS,"Join our growing engineering team as a Product Manager. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Java, Spring Boot, AWS. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$131,000/year","Pune, India",careers@tcs.com,1,1,0,0
UX Designer,Google LLC,"We're hiring a UX Designer to help us build scalable microservices. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$149,000/year","San Francisco, CA",careers@google.com,1,1,0,0
Machine Learning Engineer,Meta Platforms,"Exciting opportunity for a Machine Learning Engineer at Meta Platforms. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in Kotlin, Android, Firebase. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$157,000/year","Berlin, Germany",careers@meta.com,1,1,0,0
Project Manager,Spotify Technology,"Exciting opportunity for a Project Manager at Spotify Technology. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$193,000/year","San Francisco, CA",careers@spotify.com,1,1,0,0
Data Scientist,Intel Corporation,"We are looking for an experienced Data Scientist to join our product team. You will work on mobile applications using Swift, iOS, Core Data. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Swift, iOS, Core Data. Strong analytical and problem-solving abilities. Team player.","$60,000/year","Austin, TX",careers@intel.com,1,1,0,0
Data Entry Agent,,Work from home opportunity. Externship program. Unlimited income. Apply now via Telegram. Fee required.,,,Anywhere,work@hotmail.com,0,0,1,1
UX Designer,Microsoft Corporation,"We are looking for an experienced UX Designer to join our cloud team. You will work on cloud infrastructure using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Python, TensorFlow, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$73,000/year","Austin, TX",careers@microsoft.com,1,1,0,0
Ad Posting Job,,Data entry from home. Same day payment. WhatsApp only communication. Send $25 registration fee to begin.,No experience needed.,,,,0,0,1,1
Online Survey Worker,,No experience required. Work from home and earn $5000 per week guaranteed. Same day pay. Whatsapp only for contact.,,$5000/week,Anywhere,work@hotmail.com,0,0,1,1
Backend Developer,Accenture,"Join our growing engineering team as a Backend Developer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$113,000/year",Remote,careers@accenture.com,1,0,1,0
Security Analyst,Salesforce Inc,"Salesforce Inc is seeking a talented Security Analyst for our New York, NY office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Scala, Apache Spark, Hadoop. Strong analytical and problem-solving abilities. Team player.","$111,000/year","New York, NY",careers@salesforce.com,1,1,0,0
